Series Name,Series Code,Country Name,Country Code,2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cote d'Ivoire,CIV,4.538,4.472,4.418,4.342,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Croatia,HRV,1.47,1.48,1.62,1.53,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cyprus,CYP,1.332,1.328,1.321,1.311,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Czechia,CZE,1.71,1.74,1.83,1.61774660294866,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Denmark,DNK,1.7,1.68,1.72,1.55,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Dominica,DMA,1.611,1.597,1.595,1.588,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ecuador,ECU,2.088,2.051,2.026,2.003,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Egypt, Arab Rep.",EGY,3.001,2.96,2.917,2.878,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,El Salvador,SLV,1.838,1.819,1.803,1.785,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Equatorial Guinea,GNQ,4.429,4.346,4.266,4.17,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Eritrea,ERI,3.997,3.933,3.867,3.786,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Estonia,EST,1.66,1.58,1.61,1.41,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Faroe Islands,FRO,2.4091,2.3243,2.3162,2.0497,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Finland,FIN,1.35,1.37,1.46,1.32,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,France,FRA,1.86,1.83,1.84,1.794,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,French Polynesia,PYF,1.712,1.705,1.699,1.688,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,2.011,1.971,2.081,2.063,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1.54,1.53,1.58,1.455,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Gibraltar,GIB,1.863,1.855,1.848,1.837,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1.34,1.39,1.43,1.43,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,2.08,2.019,1.82,1.839,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Grenada,GRD,2.042,2.023,2.004,1.986,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Guatemala,GTM,2.61,2.484,2.395,2.354,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Guinea,GIN,4.576,4.489,4.399,4.303,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Guinea-Bissau,GNB,4.172,4.094,4.005,3.925,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Guyana,GUY,2.44,2.418,2.397,2.369,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Honduras,HND,2.427,2.394,2.363,2.34,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Hungary,HUN,1.55,1.59,1.61,1.52,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Iceland,ISL,1.74,1.72,1.82,1.589,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ireland,IRL,1.71,1.63,1.78,1.7,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Isle of Man,IMN,1.614,1.569,1.564,1.571,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Israel,ISR,3.01,2.9,3,2.89,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Italy,ITA,1.27,1.24,1.25,1.24,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Jamaica,JAM,1.37,1.358,1.352,1.34,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Japan,JPN,1.36,1.33,1.3,1.26,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Jordan,JOR,2.918,2.873,2.83,2.786,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,2.9,3.13,3.32,3.05,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,3.469,3.397,3.335,3.296,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,3.368,3.333,3.304,3.271,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kosovo,XKX,1.546,1.529,1.522,1.51,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Latvia,LVA,1.61,1.55,1.57,1.47,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Liechtenstein,LIE,1.48,1.46,1.53,1.47,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1.34,1.36,1.38,1.31,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,North Macedonia,MKD,1.34,1.31,1.6,1.6,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malta,MLT,1.14,1.13,1.13,1.15,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Marshall Islands,MHL,2.824,2.777,2.729,2.672,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Mauritania,MRT,4.521,4.455,4.398,4.342,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Mauritius,MUS,1.4,1.44,1.41,1.32,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Moldova,MDA,1.78,1.77,1.806,1.8,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Monaco,MCO,..,..,..,..,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Montenegro,MNE,1.77,1.75,1.75,1.8,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Morocco,MAR,2.382,2.353,2.328,2.299,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Netherlands,NLD,1.57,1.54,1.62,1.487,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,New Caledonia,NCL,2.1,2.05,2.05,2.02,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,New Zealand,NZL,1.72,1.61,1.64,1.66,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Papua New Guinea,PNG,3.322,3.274,3.215,3.165,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Poland,POL,1.44,1.39,1.33,1.261,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Portugal,PRT,1.43,1.41,1.35,1.43,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Romania,ROU,1.77,1.8,1.81,1.81,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Russian Federation,RUS,1.504,1.505,1.505,1.416,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Samoa,WSM,4.047,3.997,3.93,3.875,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,San Marino,SMR,..,..,..,..,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Saudi Arabia,SAU,2.504,2.465,2.427,2.393,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Serbia,SRB,1.52,1.48,1.52,1.63,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Seychelles,SYC,2.36,2.29,2.46,2.32,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Singapore,SGP,1.14,1.1,1.12,1.04,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sint Maarten (Dutch part),SXM,1.601,1.591,1.581,1.572,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Slovak Republic,SVK,1.57,1.59,1.63,1.57,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Solomon Islands,SLB,4.104,4.038,3.983,3.925,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,South Africa,ZAF,2.475,2.401,2.374,2.341,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Spain,ESP,1.23,1.19,1.19,1.16,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Lucia,LCA,1.424,1.411,1.399,1.387,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Martin (French part),MAF,2.485,2.448,2.415,2.385,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1.838,1.814,1.797,1.778,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1.71,1.67,1.67,1.52,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Switzerland,CHE,1.48,1.46,1.52,1.39,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Tunisia,TUN,2.148,2.114,2.086,2.064,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Turkiye,TUR,1.967,1.917,1.889,1.882,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Turks and Caicos Islands,TCA,1.692,1.679,1.669,1.658,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ukraine,UKR,1.228,1.217,1.16,1.265,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,United Kingdom,GBR,1.63,1.56,1.56,1.57,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,United States,USA,1.706,1.6415,1.664,1.665,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Norway,NOR,1.53,1.48,1.55,1.41,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Slovenia,SVN,1.61,1.59,1.64,1.55,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Albania,ALB,14.949,14.004,13.002,12.827,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Andorra,AND,3.526,3.119,3.5,3.527,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Armenia,ARM,16.328,13.735,13.66,13.487,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Australia,AUS,8.763,7.726,7.089,6.747,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Austria,AUT,5.29,4.907,4.426,4.205,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Azerbaijan,AZE,47.851,41.585,34.844,35.293,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,"Bahamas, The",BHS,26.003,25.129,24.87,24.679,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Belarus,BLR,11.351,10.911,10.659,9.903,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Belgium,BEL,5.204,4.884,4.609,4.372,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Bosnia and Herzegovina,BIH,11.354,11.311,11.192,11.089,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Brazil,BRA,50.958,47.46,45.67,42.881,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Canada,CAN,6.432,5.805,5.262,4.889,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Channel Islands,CHI,9.322,8.886,8.717,8.72,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,"Congo, Dem. Rep.",COD,111.141,110.308,109.234,108.06,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,"Congo, Rep.",COG,114.54,113.633,112.715,111.227,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Costa Rica,CRI,42.097,33.354,27.871,26.451,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Cote d'Ivoire,CIV,99.014,96.903,94.609,93.194,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Croatia,HRV,8.687,7.57,7.542,6.945,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Cyprus,CYP,6.974,7.274,7.077,7.041,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Czechia,CZE,9.834,9.036,8.096,6.913,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Denmark,DNK,2.056,1.663,1.42,1.196,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Dominica,DMA,36.168,35.903,34.74,34.275,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Ecuador,ECU,67.976,62.63,58.609,56.981,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,"Egypt, Arab Rep.",EGY,43.989,43.848,41.901,41.852,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,El Salvador,SLV,57.724,56.865,56.143,54.881,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Equatorial Guinea,GNQ,158.817,156.024,154.136,152.146,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Eritrea,ERI,68.343,67.189,66.429,65.724,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Estonia,EST,8.383,7.255,6.368,5.344,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Faroe Islands,FRO,6.188,5.38,4.793,4.767,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Finland,FIN,4.048,3.799,3.748,3.221,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,France,FRA,6.127,5.616,4.94,3.979,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,French Polynesia,PYF,28.526,27.243,25.173,24.725,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Georgia,GEO,29.594,27.086,25.154,21.511,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Germany,DEU,7.126,6.544,6.241,5.577,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Gibraltar,GIB,8.689,8.388,8.283,8.477,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Greece,GRC,8.4,8.35,7.886,6.941,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Greenland,GRL,37.615,37.14,36.873,36.42,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Grenada,GRD,31.587,30.369,29.652,29.357,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Guatemala,GTM,77.103,72.461,70.295,69.116,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Guinea,GIN,126.258,125.054,122.721,120.438,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Guinea-Bissau,GNB,87.043,85.874,84.568,83.159,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Guyana,GUY,75.615,74.211,72.781,71.313,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Honduras,HND,85.131,84.334,83.508,82.781,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Hungary,HUN,21.404,21.318,19.787,18.766,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Iceland,ISL,4.88,4.408,4.15,3.515,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Ireland,IRL,5.447,5.027,4.798,4.151,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Isle of Man,IMN,9.22,8.97,8.944,8.827,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Israel,ISR,7.481,6.918,6.759,6.737,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Italy,ITA,3.68,3.295,3.016,2.988,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Jamaica,JAM,37.741,36.813,36.807,36.812,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Japan,JPN,2.772,2.503,2.088,1.821,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Jordan,JOR,22.573,20.981,19.418,18.875,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Kazakhstan,KAZ,22.036,21.962,21.952,18.412,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Kenya,KEN,63.656,59.38,59.513,57.272,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Kiribati,KIR,49.038,47.872,46.388,45.011,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Kosovo,XKX,8.01,8.163,8.162,8,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Latvia,LVA,11.993,10.493,9.835,8.61,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Liechtenstein,LIE,1.992,1.722,1.631,1.631,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Luxembourg,LUX,4.249,3.901,3.604,3.98,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,North Macedonia,MKD,17.25,17.157,15.952,14.731,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Malta,MLT,11.578,11.026,10.546,10.495,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Marshall Islands,MHL,73.127,71.556,71.146,71.135,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Mauritania,MRT,94.333,92.93,91.693,90.246,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Mauritius,MUS,22.83,22.846,21.346,20.064,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Moldova,MDA,28.163,26.382,24.97,22.384,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Monaco,MCO,10.432,10.512,9.868,9.724,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Montenegro,MNE,10.741,10.407,10.326,10.013,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Morocco,MAR,27.339,26.807,26.205,25.563,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Netherlands,NLD,2.505,2.355,2.227,2.071,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,New Caledonia,NCL,13.927,13.159,12.373,12.148,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,New Zealand,NZL,13.083,11.865,10.911,10.937,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Papua New Guinea,PNG,57.004,56.433,55.664,55.029,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Poland,POL,9.522,8.107,6.772,5.984,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Portugal,PRT,7.608,6.776,5.811,6.642,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Romania,ROU,35.21,34.155,33.234,33.514,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Russian Federation,RUS,14.271,13.801,13.565,13.163,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Samoa,WSM,47.107,45.462,44.02,43.866,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,San Marino,SMR,1.12,1.151,1.177,1.158,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Saudi Arabia,SAU,12.803,11.266,10.467,10.29,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Serbia,SRB,13.755,13.468,13.739,13.833,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Seychelles,SYC,58.615,57.331,56.384,55.385,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Singapore,SGP,2.303,2.276,2.16,2.17,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Sint Maarten (Dutch part),SXM,19.463,18.592,17.177,17.063,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Slovak Republic,SVK,26.699,25.975,25.872,24.543,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Solomon Islands,SLB,52.616,52.236,51.836,51.179,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,South Africa,ZAF,53.273,51.614,52.546,51.707,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Spain,ESP,5.867,5.23,4.702,4.776,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,St. Lucia,LCA,30.831,29.294,28.84,28.551,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,St. Martin (French part),MAF,14.9,16.251,15.065,14.656,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,St. Vincent and the Grenadines,VCT,53.182,50.299,44.54,43.553,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Sweden,SWE,3.291,2.75,2.38,2.016,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Switzerland,CHE,1.992,1.671,1.471,1.386,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Tunisia,TUN,6.111,5.264,4.321,4.475,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Turkiye,TUR,17.535,15.334,13.63,12.203,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Turks and Caicos Islands,TCA,19.129,17.872,17.257,16.581,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Ukraine,UKR,16.636,15.489,14.417,10.271,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,United Kingdom,GBR,11.064,9.701,8.578,8.379,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,United States,USA,16.202,14.719,13.724,13.628,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Norway,NOR,2.227,1.776,1.715,1.411,..
